WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO,FORCE_2020_LITHOFACIES_LITHOLOGY,FORCE_2020_LITHOFACIES_CONFIDENCE
15/9-23,1526.336,433906.84375,6460000.5,-1501.297241,HORDALAND GP.,Skade Fm.,14.927625656,,0.9079419374,0.8567728996,,119.69200134,,0.5261645317,,145.70043945,,12.250000954,100.43211365,327.89526367,2.6776258945,0.1346322894,,,115.48014069,,65000,3.0
15/9-23,1526.488,433906.84375,6460000.5,-1501.449219,HORDALAND GP.,Skade Fm.,13.787041664,,0.9010447264,0.8417683244,2.052875042,116.59666443,,0.5809418559,10.584162712,147.07972717,,12.250000954,96.234420776,324.60427856,1.5370426178,0.1620413065,,,122.39443207,,65000,3.0
15/9-23,1526.64,433906.84375,6460000.5,-1501.601196,HORDALAND GP.,Skade Fm.,13.627707481,,0.8907729983,0.8358919024,2.1039972305,117.18875122,,0.5883946419,10.044371605,149.68182373,,12.250000954,91.465194702,318.20443726,1.3777077198,0.1696770042,,,129.30871582,,65000,3.0
15/9-23,1526.792,433906.84375,6460000.5,-1501.753174,HORDALAND GP.,Skade Fm.,13.501793861,,0.88209939,0.8332997561,2.1352005005,119.03518677,,0.4903949499,9.1974000931,151.13000488,,12.250000954,79.539520264,315.17318726,1.2517949343,0.1622992754,,,136.2230072,,65000,1.0
15/9-23,1526.944,433906.84375,6460000.5,-1501.905151,HORDALAND GP.,Skade Fm.,13.404415131,,0.8709246516,0.8292090893,2.1429827213,114.92149353,,0.3922169805,8.4224386215,148.03544617,,12.250000954,90.319969177,315.93029785,1.1544151306,0.1481313109,,,143.13729858,,65000,1.0
15/9-23,1527.096,433906.84375,6460000.5,-1502.057129,HORDALAND GP.,Skade Fm.,13.390968323,,0.8594604731,0.8127867579,2.1480731964,113.00319672,,0.3909057677,8.3711595535,146.12910461,,12.250000954,100.9835434,323.06863403,1.1409699917,0.1500894725,,,138.92036438,,65000,1.0
15/9-23,1527.248,433906.84375,6460000.5,-1502.209229,HORDALAND GP.,Skade Fm.,13.593963623,,0.8521549106,0.8037676215,2.1732096672,122.40926361,,0.3905030191,8.7099094391,144.29727173,,12.250000954,116.90605927,332.93609619,1.3439617157,0.1689571291,,,128.21025085,,65000,1.0
15/9-23,1527.4,433906.875,6460000.5,-1502.361206,HORDALAND GP.,Skade Fm.,13.841768265,,0.8452674747,0.8008283973,2.1475551128,117.91269684,,0.3985208273,9.2550449371,143.87680054,,12.250000954,117.30299377,322.52606201,1.5917688608,0.1726648062,,,117.50011444,,65000,1.0
15/9-23,1527.552,433906.875,6460000.5,-1502.513184,HORDALAND GP.,Skade Fm.,13.956837654,,0.858823061,0.8038602471,2.1239039898,123.24890137,,0.4294986427,9.9695749283,143.3394928,,12.250000954,90.144760132,322.57516479,1.7068370581,0.1777345985,,,106.78998566,,65000,1.0
15/9-23,1527.704,433906.875,6460000.5,-1502.665161,HORDALAND GP.,Skade Fm.,13.923336029,,0.9094274044,0.8053773642,2.1300020218,122.84889984,,0.4615156353,9.99888134,142.26989746,,12.250000954,67.952484131,331.51843262,1.6733357906,0.1800652891,,,96.079864502,,65000,1.0
15/9-23,1527.856,433906.875,6460000.5,-1502.817017,HORDALAND GP.,Skade Fm.,13.91690731,,0.8833950162,0.8301430941,2.105946064,130.34532166,,0.4350968301,10.025115013,142.23620605,,12.250000954,54.44733429,329.13711548,1.6669088602,0.1724414378,,,85.369735718,,65000,1.0
15/9-23,1528.008,433906.875,6460000.5,-1502.969116,HORDALAND GP.,Skade Fm.,13.916798592,,0.8580182791,0.8428449631,2.1054999828,129.12342834,,0.389048785,10.025600433,142.47692871,,12.250000954,38.958229065,324.59423828,1.6668000221,0.172299996,,,75.259307861,,65000,1.0
15/9-23,1528.16,433906.875,6460000.5,-1503.121094,HORDALAND GP.,Skade Fm.,13.478032112,,0.8638476729,0.8220063448,2.0989570618,120.03450775,,0.413099885,9.3248538971,144.48027039,,12.250000954,27.906137466,333.13583374,1.2280328274,0.144175157,,,75.943519592,,65000,1.0
15/9-23,1528.312,433906.875,6460000.5,-1503.273071,HORDALAND GP.,Skade Fm.,13.467499733,,0.8734505773,0.8316325545,2.0987999439,115.65661621,,0.4232479632,9.3079004288,147.93400574,,12.250000954,53.23122406,330.61245728,1.2174999714,0.1435000002,,,76.627731323,,65000,1.0
15/9-23,1528.464,433906.875,6460000.5,-1503.425049,HORDALAND GP.,Skade Fm.,12.881546021,,0.8857434392,0.8410297632,2.1521215439,116.97181702,,0.423694253,7.6177477837,153.82546997,,12.250000954,117.32051849,318.54672241,0.6315460205,0.1175676957,,,77.311943054,,65000,1.0
15/9-23,1528.616,433906.875,6460000.5,-1503.577026,HORDALAND GP.,Skade Fm.,12.806934357,,0.8955959082,0.8469200134,2.1697847843,120.10423279,,0.4393973053,7.0027651787,152.04452515,,12.250000954,181.0790863,326.47747803,0.5569343567,0.1087575629,,,77.996154785,,65000,1.0
15/9-23,1528.768,433906.875,6460000.5,-1503.729004,HORDALAND GP.,Skade Fm.,12.728598595,,0.8930021524,0.8514466882,2.1917438507,124.74456024,,0.455837965,6.2305312157,150.5349884,,12.250000954,194.55227661,329.69903564,0.478597492,0.0978746861,,,78.680366516,,65000,1.0
15/9-23,1528.92,433906.875,6460000.5,-1503.881104,HORDALAND GP.,Skade Fm.,12.842983246,,0.8833598495,0.8443725705,2.1831526756,124.3263092,,0.456400007,5.9683842659,149.69210815,,12.250000954,168.48809814,319.70175171,0.5929836631,0.094609037,,,79.364578247,,65000,1.0
15/9-23,1529.072,433906.875,6460000.5,-1504.033081,HORDALAND GP.,Skade Fm.,12.840772629,,0.8830960393,0.8401613832,2.1693513393,121.58947754,,0.4356504381,5.9739055634,149.82847595,,12.250000954,124.29219818,309.98590088,0.5907715559,0.0929629952,,,86.563026428,,65000,1.0
15/9-23,1529.224,433906.875,6460000.5,-1504.185059,HORDALAND GP.,Skade Fm.,12.807627678,,0.8740916252,0.8376999497,2.15365839,128.00985718,,0.4360458553,6.0425181389,150.27731323,,12.250000954,107.69615936,301.67514038,0.5576289892,0.0915583223,,,100.99952698,,65000,1.0
15/9-23,1529.376,433906.875,6460000.5,-1504.337036,HORDALAND GP.,Skade Fm.,12.714894295,,0.86136657,0.8294733167,2.1435348988,130.45837402,,0.4390638769,5.8834671974,150.2644043,,12.250000954,103.15006256,300.90963745,0.4648940563,0.0827996433,,,115.4360199,,65000,1.0
15/9-23,1529.528,433906.875,6460000.5,-1504.489014,HORDALAND GP.,Skade Fm.,12.710700035,,0.8566065431,0.8264314532,2.1431000233,133.20121765,,0.4451089799,5.8758997917,150.14427185,,12.250000954,106.67817688,304.33343506,0.4607000053,0.0824000016,,,129.87251282,,65000,1.0
15/9-23,1529.68,433906.875,6460000.5,-1504.640991,HORDALAND GP.,Skade Fm.,12.855882645,,0.8552590609,0.8199298382,2.1565058231,124.23672485,,0.4474917054,5.9290122986,149.80461121,,12.250000954,97.433670044,311.70941162,0.6058829427,0.08819969,,,144.309021,,65000,1.0
15/9-23,1529.832,433906.875,6460000.5,-1504.792969,HORDALAND GP.,Skade Fm.,12.83108139,,0.8447747231,0.8098381162,2.1587162018,119.14057159,,0.4373642802,5.9511289597,149.05307007,,12.250000954,98.536964417,327.3236084,0.5810815692,0.0900164023,,,158.74551392,,65000,1.0
15/9-23,1529.984,433906.90625,6460000.5,-1504.944946,HORDALAND GP.,Skade Fm.,12.559087753,,0.8433490992,0.8138381839,2.075221777,118.89694214,,0.4088145494,5.8821840286,148.4082489,,12.250000954,114.21281433,336.63934326,0.3090888262,0.0704345331,,,173.18200684,,65000,1.0
15/9-23,1530.136,433906.90625,6460000.5,-1505.096924,HORDALAND GP.,Skade Fm.,12.454721451,,0.8415094018,0.8151366711,2.0203561783,117.13806152,,0.4013568461,5.2518758774,148.31062317,,12.250000954,181.40618896,342.85601807,0.2047216147,0.041120939,,,159.17988586,,65000,1.0
15/9-23,1530.288,433906.90625,6460000.5,-1505.248901,HORDALAND GP.,Skade Fm.,12.439522743,,0.8414000273,0.825071454,2.1594493389,130.31526184,,0.4021281898,4.5672206879,145.88903809,,12.250000954,481.10043335,337.42373657,0.1895225197,0.0551943704,,,141.83203125,,65000,1.0
15/9-23,1530.44,433906.90625,6460000.5,-1505.400879,HORDALAND GP.,Skade Fm.,12.313136101,,0.845898211,0.825699985,2.1865866184,132.45828247,,0.4070731103,4.2769246101,145.14085388,,12.250000954,694.25457764,331.5241394,0.0631365627,0.0522640385,,,124.48416901,,65000,1.0
15/9-23,1530.592,433906.90625,6460000.5,-1505.552979,HORDALAND GP.,Skade Fm.,12.290957451,,0.8504067659,0.825699985,2.1819105148,130.47447205,,0.3775790036,3.9768013954,145.81776428,,12.250000954,646.92315674,323.20547485,0.0409580059,0.0432126261,,,107.13632202,,65000,1.0
15/9-23,1530.744,433906.90625,6460000.5,-1505.704956,HORDALAND GP.,Skade Fm.,12.45232296,,0.8507000208,0.8261659145,2.179915905,128.60725403,,0.3935773671,4.1145534515,145.57441711,,12.250000954,595.15893555,320.59344482,0.2023237199,0.0500545911,,,89.788467407,,65000,1.0
15/9-23,1530.896,433906.90625,6460000.5,-1505.856934,HORDALAND GP.,Skade Fm.,12.521551132,,0.8522801995,0.8262000084,2.18937397,125.59757233,,0.3966660798,4.3900671005,145.42050171,,12.250000954,544.20495605,322.38134766,0.2715508342,0.063055478,,,72.440612793,,65000,1.0
15/9-23,1531.048,433906.90625,6460000.5,-1506.008911,HORDALAND GP.,Skade Fm.,12.704532623,,0.8548089266,0.8326855898,2.1585986614,128.0715332,,0.4251513183,4.4860811234,142.42964172,,12.250000954,486.13061523,316.51132202,0.4545322657,0.0576070547,,,62.470088959,,65000,1.0
15/9-23,1531.2,433906.90625,6460000.5,-1506.160889,HORDALAND GP.,Skade Fm.,12.872578621,,0.8913210034,0.8354181051,2.1597044468,130.80169678,,0.4254591763,5.5014438629,139.28971863,,12.250000954,391.57141113,314.96838379,0.6225786209,0.083809346,,,68.54334259,,65000,1.0
15/9-23,1531.352,433906.90625,6460000.5,-1506.312988,HORDALAND GP.,Skade Fm.,12.949684143,,0.9718654156,0.8956624866,2.162763834,128.70463562,,0.4268660247,6.1292486191,136.54504395,,12.250000954,270.02185059,324.30343628,0.6996844411,0.0992653444,,,74.616600037,,65000,1.0
15/9-23,1531.504,433906.90625,6460000.5,-1506.464844,HORDALAND GP.,Skade Fm.,13.890532494,,1.020309329,1.0777771473,2.0690901279,126.93566132,,0.4179030657,9.231180191,136.15388489,,12.250000954,199.60926819,327.39749146,1.6405324936,0.1089456305,,,80.689857483,,65000,1.0
15/9-23,1531.656,433906.90625,6460000.5,-1506.616821,HORDALAND GP.,Skade Fm.,13.563989639,,0.9288539886,0.9359232783,1.9613457918,123.11682129,,0.428191185,9.9046611786,137.6038208,,12.250000954,147.1809845,328.79266357,2.4077296257,0.0860509872,,,86.763114929,,65000,1.0
15/9-23,1531.808,433906.90625,6460000.5,-1506.768799,HORDALAND GP.,Skade Fm.,13.118675232,,0.8881312609,0.8557265997,2.1490066051,98.617240906,,0.4145817459,8.2823429108,143.73503113,,12.250000954,99.002487183,329.88143921,0.9717223644,0.1166996658,,,92.836372375,,65000,1.0
15/9-23,1531.96,433906.90625,6460000.5,-1506.920776,HORDALAND GP.,Skade Fm.,13.217892647,,0.8586719036,0.8377440572,2.1379821301,113.76216125,,0.4177565575,7.4676127434,146.71038818,,12.250000954,78.409301758,332.62762451,0.9678910971,0.1033963487,,,98.909622192,,65000,1.0
15/9-23,1532.112,433906.90625,6460000.5,-1507.072876,HORDALAND GP.,Skade Fm.,13.165355682,,0.8561000228,0.8508607745,2.2104914188,124.16200256,,0.4515357018,7.1083278656,147.48153687,,12.250000954,73.929115295,337.4737854,0.9153552651,0.1255074143,,,96.629333496,,65000,1.0
15/9-23,1532.264,433906.90625,6460000.5,-1507.224854,HORDALAND GP.,Skade Fm.,13.093014717,,0.8561000228,0.8664336205,2.2932980061,130.99671936,,0.4551717937,6.7844800949,147.79168701,,12.250000954,67.213485718,329.81265259,0.8430148959,0.1516371965,,,91.365631104,,65000,1.0
15/9-23,1532.416,433906.90625,6460000.5,-1507.376831,HORDALAND GP.,Skade Fm.,13.006192207,,0.8820167184,0.8679000139,2.2761766911,142.93234253,,0.4128483832,6.4766139984,148.00204468,,12.250000954,62.496582031,322.80645752,0.7561920881,0.1384777576,,,86.101928711,,65000,1.0
15/9-23,1532.568,433906.90625,6460000.5,-1507.528809,HORDALAND GP.,Skade Fm.,12.811247826,,0.8870517015,0.8719530702,2.2154958248,143.6577301,,0.4277548194,5.8014016151,147.36929321,,12.250000954,66.78842926,311.73239136,0.561248064,0.1005023569,,,80.838226318,,65000,1.0
